Luminal_Macrophages,Type 2 alveolar,Fibroblasts,Dendritic cells
0.19354838,0.19354838,0.22580644,0.38709676
0.16129032,0.38709676,0.16129032,0.29032257
0.1,0.6333333,0.13333334,0.13333334
0.3548387,0.29032257,0.29032257,0.06451613
0.16129032,0.5483871,0.22580644,0.06451613
0.33333334,0.1,0.26666668,0.3
0.29032257,0.32258064,0.29032257,0.09677419
0.26666668,0.43333334,0.2,0.1
0.3,0.13333334,0.3,0.26666668
0.37931034,0.1724138,0.27586207,0.1724138
0.13333334,0.36666667,0.3,0.2
0.13333334,0.4,0.3,0.16666667
0.16666667,0.16666667,0.56666666,0.1
0.16666667,0.23333333,0.33333334,0.26666668
0.5,0.13333334,0.033333335,0.33333334
0.26666668,0.3,0.26666668,0.16666667
0.3,0.33333334,0.06666667,0.3
0.33333334,0.2,0.06666667,0.4
0.1,0.2,0.33333334,0.36666667
0.23333333,0.16666667,0.2,0.4
0.36666667,0.43333334,0.033333335,0.16666667
0.26666668,0.13333334,0.3,0.3
0.36666667,0.16666667,0.23333333,0.23333333
0.10344828,0.0,0.13793103,0.7586207
0.033333335,0.5,0.033333335,0.43333334
0.2580645,0.2580645,0.2580645,0.22580644
0.5,0.0,0.23333333,0.26666668
0.2,0.06666667,0.36666667,0.36666667
0.2413793,0.31034482,0.10344828,0.3448276
0.06451613,0.3548387,0.516129,0.06451613
0.032258064,0.41935483,0.19354838,0.3548387
0.43333334,0.06666667,0.36666667,0.13333334
0.22580644,0.2580645,0.22580644,0.29032257
0.13333334,0.46666667,0.36666667,0.033333335
0.29032257,0.16129032,0.22580644,0.32258064
0.33333334,0.26666668,0.2,0.2
0.1,0.23333333,0.43333334,0.23333333
0.0,0.13333334,0.56666666,0.3
0.26666668,0.3,0.36666667,0.06666667
0.4,0.06666667,0.36666667,0.16666667
0.2,0.3,0.33333334,0.16666667
0.06451613,0.3548387,0.3548387,0.22580644
0.26666668,0.2,0.3,0.23333333
0.5,0.06666667,0.26666668,0.16666667
0.13793103,0.27586207,0.37931034,0.20689656
0.3548387,0.12903225,0.32258064,0.19354838
0.2,0.13333334,0.56666666,0.1
0.16666667,0.26666668,0.26666668,0.3
0.3,0.2,0.26666668,0.23333333
0.27586207,0.31034482,0.20689656,0.20689656
0.26666668,0.13333334,0.3,0.3
0.3548387,0.16129032,0.32258064,0.16129032
0.27586207,0.55172414,0.10344828,0.06896552
0.3,0.26666668,0.16666667,0.26666668
0.06666667,0.3,0.3,0.33333334
0.13333334,0.2,0.56666666,0.1
0.23333333,0.033333335,0.26666668,0.46666667
0.16666667,0.3,0.3,0.23333333
0.16666667,0.0,0.46666667,0.36666667
0.26666668,0.2,0.33333334,0.2
0.26666668,0.16666667,0.3,0.26666668
0.44827586,0.10344828,0.03448276,0.41379312
0.13793103,0.5862069,0.03448276,0.2413793
0.2,0.13333334,0.6,0.06666667
0.2,0.6333333,0.0,0.16666667
0.23333333,0.06666667,0.33333334,0.36666667
0.1724138,0.06896552,0.37931034,0.37931034
0.13333334,0.5,0.0,0.36666667
0.26666668,0.33333334,0.2,0.2
0.10344828,0.3448276,0.37931034,0.1724138
0.46666667,0.06666667,0.3,0.16666667
0.26666668,0.43333334,0.23333333,0.06666667
0.43333334,0.43333334,0.13333334,0.0
0.31034482,0.06896552,0.27586207,0.3448276
0.0,0.6666667,0.1,0.23333333
0.13333334,0.2,0.56666666,0.1
0.56666666,0.13333334,0.26666668,0.033333335
0.16666667,0.33333334,0.06666667,0.43333334
0.4516129,0.29032257,0.22580644,0.032258064
0.033333335,0.13333334,0.33333334,0.5
0.33333334,0.1,0.36666667,0.2
0.41935483,0.16129032,0.12903225,0.29032257
0.4,0.26666668,0.26666668,0.06666667
0.26666668,0.36666667,0.1,0.26666668
0.29032257,0.3548387,0.29032257,0.06451613
0.06666667,0.33333334,0.5,0.1
0.3,0.23333333,0.2,0.26666668
0.23333333,0.3,0.33333334,0.13333334
0.13333334,0.26666668,0.3,0.3
0.37931034,0.1724138,0.41379312,0.03448276
0.36666667,0.3,0.2,0.13333334
0.10344828,0.3448276,0.1724138,0.37931034
0.0,0.33333334,0.36666667,0.3
0.26666668,0.1,0.26666668,0.36666667
0.2,0.16666667,0.36666667,0.26666668
0.20689656,0.62068963,0.06896552,0.10344828
0.22580644,0.29032257,0.2580645,0.22580644
0.41379312,0.10344828,0.3448276,0.13793103
0.32258064,0.16129032,0.29032257,0.22580644
0.22580644,0.2580645,0.16129032,0.3548387
0.19354838,0.06451613,0.5483871,0.19354838
0.33333334,0.2,0.2,0.26666668
0.26666668,0.2,0.36666667,0.16666667
0.13793103,0.31034482,0.27586207,0.27586207
0.13333334,0.4,0.3,0.16666667
0.3548387,0.19354838,0.032258064,0.41935483
0.23333333,0.2,0.36666667,0.2
0.36666667,0.06666667,0.1,0.46666667
0.16666667,0.3,0.4,0.13333334
0.26666668,0.26666668,0.26666668,0.2
0.29032257,0.19354838,0.32258064,0.19354838
0.3,0.06666667,0.36666667,0.26666668
0.33333334,0.2,0.3,0.16666667
0.33333334,0.46666667,0.16666667,0.033333335
0.20689656,0.31034482,0.20689656,0.27586207
0.29032257,0.12903225,0.09677419,0.48387095
0.2,0.13333334,0.33333334,0.33333334
0.13333334,0.33333334,0.3,0.23333333
0.27586207,0.31034482,0.2413793,0.1724138
0.033333335,0.1,0.36666667,0.5
0.0,0.1,0.7,0.2
0.03448276,0.79310346,0.0,0.1724138
0.44827586,0.20689656,0.27586207,0.06896552
0.3,0.1,0.06666667,0.53333336
0.4827586,0.06896552,0.37931034,0.06896552
0.2,0.33333334,0.16666667,0.3
0.06666667,0.36666667,0.26666668,0.3
0.41935483,0.19354838,0.22580644,0.16129032
0.22580644,0.19354838,0.29032257,0.29032257
0.16666667,0.43333334,0.33333334,0.06666667
0.1,0.1,0.36666667,0.43333334
0.20689656,0.27586207,0.06896552,0.44827586
0.3,0.26666668,0.3,0.13333334
0.13333334,0.23333333,0.16666667,0.46666667
0.46666667,0.43333334,0.06666667,0.033333335
0.033333335,0.2,0.4,0.36666667
0.0,0.44827586,0.2413793,0.31034482
0.20689656,0.27586207,0.20689656,0.31034482
0.2,0.033333335,0.033333335,0.73333335
0.23333333,0.23333333,0.43333334,0.1
0.12903225,0.19354838,0.3548387,0.32258064
0.27586207,0.27586207,0.27586207,0.1724138
0.4,0.36666667,0.1,0.13333334
0.3448276,0.1724138,0.20689656,0.27586207
0.16666667,0.23333333,0.3,0.3
0.033333335,0.46666667,0.46666667,0.033333335
0.6,0.23333333,0.0,0.16666667
0.23333333,0.26666668,0.16666667,0.33333334
0.032258064,0.32258064,0.38709676,0.2580645
0.13333334,0.36666667,0.23333333,0.26666668
0.1,0.46666667,0.33333334,0.1
0.06451613,0.32258064,0.22580644,0.38709676
0.1,0.13333334,0.0,0.76666665
0.2,0.46666667,0.06666667,0.26666668
0.2413793,0.03448276,0.62068963,0.10344828
0.37931034,0.06896552,0.0,0.55172414
0.3,0.1,0.33333334,0.26666668
0.033333335,0.13333334,0.46666667,0.36666667
0.26666668,0.23333333,0.3,0.2
0.36666667,0.23333333,0.1,0.3
0.16666667,0.06666667,0.5,0.26666668
0.1724138,0.1724138,0.2413793,0.41379312
0.22580644,0.19354838,0.41935483,0.16129032
0.37931034,0.0,0.10344828,0.51724136
0.06896552,0.51724136,0.3448276,0.06896552
0.12903225,0.22580644,0.16129032,0.48387095
0.3,0.13333334,0.46666667,0.1
0.13333334,0.33333334,0.2,0.33333334
0.33333334,0.46666667,0.16666667,0.033333335
0.06666667,0.6,0.13333334,0.2
0.3,0.1,0.33333334,0.26666668
0.10344828,0.10344828,0.6551724,0.13793103
0.0,0.29032257,0.19354838,0.516129
0.23333333,0.1,0.6666667,0.0
0.16666667,0.3,0.16666667,0.36666667
0.2,0.1,0.33333334,0.36666667
0.1,0.36666667,0.3,0.23333333
0.13333334,0.36666667,0.36666667,0.13333334
0.26666668,0.033333335,0.3,0.4
0.31034482,0.20689656,0.2413793,0.2413793
0.033333335,0.033333335,0.4,0.53333336
0.23333333,0.033333335,0.33333334,0.4
0.033333335,0.4,0.16666667,0.4
0.03448276,0.13793103,0.5862069,0.2413793
0.36666667,0.16666667,0.06666667,0.4
0.3,0.26666668,0.3,0.13333334
0.31034482,0.1724138,0.27586207,0.2413793
0.3448276,0.31034482,0.13793103,0.20689656
0.16129032,0.32258064,0.38709676,0.12903225
0.33333334,0.2,0.23333333,0.23333333
0.22580644,0.29032257,0.22580644,0.2580645
0.06451613,0.09677419,0.2580645,0.58064514
0.1,0.23333333,0.56666666,0.1
0.23333333,0.3,0.13333334,0.33333334
0.032258064,0.16129032,0.38709676,0.41935483
0.12903225,0.38709676,0.41935483,0.06451613
0.29032257,0.16129032,0.06451613,0.48387095
0.36666667,0.4,0.13333334,0.1
0.1,0.23333333,0.26666668,0.4
0.20689656,0.2413793,0.2413793,0.31034482
0.43333334,0.033333335,0.13333334,0.4
0.33333334,0.33333334,0.23333333,0.1
0.1,0.33333334,0.23333333,0.33333334
0.1,0.13333334,0.4,0.36666667
0.13333334,0.4,0.23333333,0.23333333
0.20689656,0.03448276,0.37931034,0.37931034
0.033333335,0.26666668,0.23333333,0.46666667
0.13333334,0.33333334,0.3,0.23333333
0.27586207,0.2413793,0.03448276,0.44827586
0.20689656,0.44827586,0.3448276,0.0
0.3448276,0.37931034,0.20689656,0.06896552
0.2,0.26666668,0.16666667,0.36666667
0.27586207,0.3448276,0.03448276,0.3448276
0.4,0.33333334,0.06666667,0.2
0.46666667,0.2,0.2,0.13333334
0.31034482,0.0,0.44827586,0.2413793
0.22580644,0.41935483,0.22580644,0.12903225
0.31034482,0.2413793,0.31034482,0.13793103
0.43333334,0.13333334,0.1,0.33333334
0.12903225,0.61290324,0.22580644,0.032258064
0.3,0.33333334,0.06666667,0.3
0.06896552,0.31034482,0.41379312,0.20689656
0.26666668,0.43333334,0.1,0.2
0.26666668,0.23333333,0.13333334,0.36666667
0.36666667,0.16666667,0.33333334,0.13333334
0.4,0.36666667,0.033333335,0.2
0.03448276,0.41379312,0.44827586,0.10344828
0.33333334,0.033333335,0.36666667,0.26666668
0.33333334,0.4,0.13333334,0.13333334
0.26666668,0.1,0.33333334,0.3
0.033333335,0.2,0.36666667,0.4
0.2,0.06666667,0.43333334,0.3
0.36666667,0.1,0.43333334,0.1
0.26666668,0.16666667,0.36666667,0.2
0.1,0.23333333,0.33333334,0.33333334
0.13333334,0.46666667,0.0,0.4
0.3,0.16666667,0.1,0.43333334
0.26666668,0.36666667,0.23333333,0.13333334
0.13333334,0.6333333,0.06666667,0.16666667
0.10344828,0.31034482,0.27586207,0.31034482
0.06666667,0.46666667,0.36666667,0.1
0.23333333,0.3,0.16666667,0.3
0.09677419,0.32258064,0.32258064,0.2580645
0.09677419,0.32258064,0.4516129,0.12903225
0.43333334,0.13333334,0.36666667,0.06666667
0.3,0.6333333,0.06666667,0.0
0.33333334,0.16666667,0.3,0.2
0.4,0.26666668,0.033333335,0.3
0.26666668,0.43333334,0.13333334,0.16666667
0.033333335,0.26666668,0.5,0.2
0.1,0.3,0.43333334,0.16666667
0.33333334,0.06666667,0.16666667,0.43333334
0.53333336,0.033333335,0.2,0.23333333
0.44827586,0.3448276,0.06896552,0.13793103
0.31034482,0.31034482,0.13793103,0.2413793
0.36666667,0.3,0.2,0.13333334
0.0,0.033333335,0.53333336,0.43333334
0.36666667,0.26666668,0.13333334,0.23333333
0.13333334,0.3,0.2,0.36666667
0.2413793,0.03448276,0.62068963,0.10344828
0.3,0.33333334,0.23333333,0.13333334
0.13333334,0.36666667,0.13333334,0.36666667
0.20689656,0.1724138,0.44827586,0.1724138
0.2,0.13333334,0.4,0.26666668
0.032258064,0.29032257,0.41935483,0.2580645
0.16666667,0.4,0.1,0.33333334
0.22580644,0.29032257,0.09677419,0.38709676
0.44827586,0.06896552,0.4827586,0.0
0.1,0.06666667,0.4,0.43333334
0.19354838,0.06451613,0.38709676,0.3548387
0.2413793,0.20689656,0.27586207,0.27586207
0.2,0.23333333,0.13333334,0.43333334
0.1,0.06666667,0.3,0.53333336
0.1,0.43333334,0.06666667,0.4
0.1,0.33333334,0.06666667,0.5
0.06666667,0.2,0.43333334,0.3
0.0,0.46666667,0.23333333,0.3
0.06666667,0.26666668,0.53333336,0.13333334
0.06666667,0.033333335,0.4,0.5
0.3,0.06666667,0.6,0.033333335
0.43333334,0.1,0.06666667,0.4
0.06896552,0.44827586,0.10344828,0.37931034
0.5862069,0.03448276,0.03448276,0.3448276
0.32258064,0.032258064,0.22580644,0.41935483
0.26666668,0.2,0.26666668,0.26666668
0.13333334,0.3,0.26666668,0.3
0.2,0.3,0.13333334,0.36666667
0.46666667,0.26666668,0.1,0.16666667
0.3,0.2,0.1,0.4
0.22580644,0.22580644,0.48387095,0.06451613
0.1,0.43333334,0.16666667,0.3
0.3,0.2,0.16666667,0.33333334
0.1,0.06666667,0.43333334,0.4
0.06896552,0.20689656,0.20689656,0.51724136
0.3548387,0.09677419,0.3548387,0.19354838
0.2,0.1,0.33333334,0.36666667
0.09677419,0.2580645,0.2580645,0.38709676
0.33333334,0.1,0.43333334,0.13333334
0.26666668,0.23333333,0.1,0.4
0.33333334,0.13333334,0.3,0.23333333
0.06666667,0.4,0.16666667,0.36666667
0.4,0.33333334,0.26666668,0.0
0.26666668,0.23333333,0.13333334,0.36666667
0.36666667,0.33333334,0.16666667,0.13333334
0.1724138,0.41379312,0.2413793,0.1724138
0.2,0.3,0.3,0.2
0.16666667,0.3,0.26666668,0.26666668
0.36666667,0.0,0.4,0.23333333
0.0,0.26666668,0.4,0.33333334
0.51724136,0.20689656,0.1724138,0.10344828
0.2413793,0.2413793,0.44827586,0.06896552
0.3548387,0.16129032,0.2580645,0.22580644
0.033333335,0.23333333,0.3,0.43333334
0.2,0.4,0.26666668,0.13333334
0.36666667,0.16666667,0.1,0.36666667
0.2,0.26666668,0.23333333,0.3
0.31034482,0.3448276,0.10344828,0.2413793
0.31034482,0.31034482,0.3448276,0.03448276
0.23333333,0.23333333,0.16666667,0.36666667
0.16129032,0.032258064,0.5483871,0.2580645
0.36666667,0.16666667,0.16666667,0.3
0.73333335,0.16666667,0.1,0.0
0.38709676,0.3548387,0.06451613,0.19354838
0.2,0.06666667,0.6,0.13333334
0.46666667,0.23333333,0.16666667,0.13333334
0.033333335,0.36666667,0.36666667,0.23333333
0.1,0.13333334,0.56666666,0.2
0.20689656,0.27586207,0.20689656,0.31034482
0.2,0.4,0.3,0.1
0.16666667,0.26666668,0.3,0.26666668
0.19354838,0.41935483,0.22580644,0.16129032
0.48387095,0.29032257,0.12903225,0.09677419
0.2580645,0.12903225,0.38709676,0.22580644
0.032258064,0.032258064,0.16129032,0.7741935
0.033333335,0.36666667,0.36666667,0.23333333
0.23333333,0.3,0.36666667,0.1
0.2,0.2,0.33333334,0.26666668
0.2,0.33333334,0.033333335,0.43333334
0.26666668,0.26666668,0.43333334,0.033333335
0.43333334,0.13333334,0.0,0.43333334
0.37931034,0.10344828,0.10344828,0.41379312
0.27586207,0.2413793,0.27586207,0.20689656
0.06666667,0.06666667,0.4,0.46666667
0.1,0.33333334,0.4,0.16666667
0.3,0.16666667,0.23333333,0.3
0.1,0.06666667,0.6333333,0.2
0.2,0.36666667,0.06666667,0.36666667
0.03448276,0.51724136,0.06896552,0.37931034
0.56666666,0.16666667,0.16666667,0.1
0.26666668,0.23333333,0.3,0.2
0.3,0.26666668,0.26666668,0.16666667
0.3,0.3,0.16666667,0.23333333
0.16666667,0.33333334,0.13333334,0.36666667
0.06666667,0.36666667,0.13333334,0.43333334
0.1,0.3,0.33333334,0.26666668
0.2,0.26666668,0.26666668,0.26666668
0.0,0.56666666,0.16666667,0.26666668
0.26666668,0.1,0.3,0.33333334
0.3,0.3,0.1,0.3
0.26666668,0.43333334,0.1,0.2
0.4,0.13333334,0.26666668,0.2
0.33333334,0.2,0.33333334,0.13333334
0.37931034,0.51724136,0.10344828,0.0
0.27586207,0.03448276,0.44827586,0.2413793
0.31034482,0.03448276,0.31034482,0.3448276
0.1,0.33333334,0.43333334,0.13333334
0.033333335,0.46666667,0.06666667,0.43333334
0.2413793,0.1724138,0.3448276,0.2413793
0.12903225,0.5483871,0.16129032,0.16129032
0.26666668,0.33333334,0.13333334,0.26666668
0.13333334,0.46666667,0.26666668,0.13333334
